location,weight
常州市监测站,1
常州武进监测站,0.964032531
常州安家,0.962512255
镇江职教中心,0.951818645
镇江丹徒区监测站,0.924001992
镇江新区办事处,0.890545726
无锡堰桥,0.886360228
无锡漆塘,0.87307173
苏州彩香,0.871986926
南通星湖花园,0.85757041
南通紫琅学院,0.852753758
